query_date,query_route_no,query_route_id,opr_ymd,ride_ctpv_cd,goff_ctpv_cd,clcln_bzmn_id,vr_card_no,card_se_cd,clcln_bzmn_trfc_mns_cd,rte_id,ride_dt,ride_sttn_id,goff_dt,goff_sttn_id,trnf_cnt,users_type_cd,utztn_nope,utztn_dstnc,brdg_hr,msv_intrpl_yn
20251030,M7731,41016902,20251030,41,11,08,41_10003935,1,570,41016902,20251030211230,4177532,20251030215523,4111588,0,01,3,22980,2573,N
20251030,M7731,41016902,20251030,41,41,08,41_1002270,2,570,41016902,20251030083519,4106836,20251030084312,4177532,2,01,2,1350,473,N
20251030,M7731,41016902,20251030,41,11,08,41_10031009,2,570,41016902,20251030192426,4106836,20251030200233,4116126,0,01,3,25350,2287,N
20251030,M7731,41016902,20251030,41,11,08,41_1003238,2,570,41016902,20251030053300,4177510,20251030062230,4116130,0,01,2,31760,2970,N
20251030,M7731,41016902,20251030,41,41,08,41_10039719,2,570,41016902,20251030080205,4177637,20251030081042,4177448,0,01,3,3710,517,N
20251030,M7731,41016902,20251030,41,11,08,41_10066432,2,570,41016902,20251030212650,4106836,20251030220138,4111588,1,01,4,24330,2088,N
20251030,M7731,41016902,20251030,41,11,08,41_10085652,2,570,41016902,20251030162404,4177532,20251030165212,4111588,0,01,4,22980,1688,N
20251030,M7731,41016902,20251030,41,11,08,41_10090601,2,570,41016902,20251030052251,4110935,20251030055652,4116130,0,01,3,30970,2041,N
20251030,M7731,41016902,20251030,41,11,08,41_10101877,1,570,41016902,20251030162222,4177448,20251030170547,4111588,0,01,1,22120,2605,N
20251030,M7731,41016902,20251030,41,11,08,41_10154400,2,570,41016902,20251030152334,4107446,20251030155450,4111588,0,01,2,27870,1876,N
20251030,M7731,41016902,20251030,41,11,08,41_10181291,2,570,41016902,20251030180943,4106836,20251030184430,4116126,0,01,2,25350,2087,N
20251030,M7731,41016902,20251030,41,41,08,41_10213603,2,570,41016902,20251030073029,4110868,20251030074926,4177532,0,01,1,4000,1137,N
20251030,M7731,41016902,20251030,41,41,08,41_10213603,2,570,41016902,20251030102615,4110868,20251030104303,4177532,0,01,3,4000,1008,N
20251030,M7731,41016902,20251030,41,41,08,41_10213603,2,570,41016902,20251030182223,4177533,20251030184057,4110869,0,01,1,4000,1114,N
20251030,M7731,41016902,20251030,41,11,08,41_10261784,2,570,41016902,20251030110502,4106836,20251030113231,4111588,0,01,2,24330,1649,N
20251030,M7731,41016902,20251030,41,11,08,41_10303463,2,570,41016902,20251030172336,4177637,20251030174750,4116126,0,01,4,26850,1454,N
20251030,M7731,41016902,20251030,41,11,08,41_10307618,1,570,41016902,20251030164351,4177532,20251030171610,4111588,0,01,4,22980,1939,N
20251030,M7731,41016902,20251030,41,11,08,41_10316118,2,570,41016902,20251030141448,4177448,20251030144252,4116126,0,01,3,23140,1684,N
20251030,M7731,41016902,20251030,41,11,08,41_10321831,1,570,41016902,20251030141025,4177532,20251030144406,4111588,0,01,4,22980,2021,N
20251030,M7731,41016902,20251030,41,11,08,41_10326704,2,570,41016902,20251030141025,4177532,20251030143652,4116126,0,01,2,24000,1587,N
20251030,M7731,41016902,20251030,41,11,08,41_10336205,1,570,41016902,20251030152446,4177532,20251030155124,4116126,0,01,1,24000,1598,N
20251030,M7731,41016902,20251030,41,11,08,41_10343451,2,570,41016902,20251030114418,4106836,20251030121522,4111588,0,01,3,24330,1864,N
20251030,M7731,41016902,20251030,41,11,08,41_10343451,2,570,41016902,20251030221253,4106836,20251030225604,4111588,0,01,2,24330,2591,N
20251030,M7731,41016902,20251030,41,11,08,41_10353558,2,570,41016902,20251030141236,4177532,20251030143903,4116126,0,01,3,24000,1587,N
20251030,M7731,41016902,20251030,41,11,08,41_10377527,2,570,41016902,20251030141025,4177448,20251030143829,4111588,0,01,4,22120,1684,N
20251030,M7731,41016902,20251030,41,11,08,41_10388764,1,570,41016902,20251030141025,4177448,20251030143853,4116130,0,01,1,24380,1708,N
20251030,M7731,41016902,20251030,41,11,08,41_10389322,2,570,41016902,20251030191226,4106836,20251030194833,4116126,1,01,3,25350,2167,N
20251030,M7731,41016902,20251030,41,11,08,41_10435480,2,570,41016902,20251030151359,4106836,20251030152416,4116126,0,01,2,25350,617,N
