query_date,query_route_no,query_route_id,opr_ymd,ride_ctpv_cd,goff_ctpv_cd,clcln_bzmn_id,vr_card_no,card_se_cd,clcln_bzmn_trfc_mns_cd,rte_id,ride_dt,ride_sttn_id,goff_dt,goff_sttn_id,trnf_cnt,users_type_cd,utztn_nope,utztn_dstnc,brdg_hr,msv_intrpl_yn
20251113,M7731,41016902,20251113,41,11,08,41_10004360,2,570,41016902,20251113060116,4177448,20251113063305,4111588,0,01,1,22120,1909,N
20251113,M7731,41016902,20251113,41,11,08,41_1002384,2,570,41016902,20251113113033,4177532,20251113120239,4111588,0,01,1,22980,1926,N
20251113,M7731,41016902,20251113,41,11,08,41_10026096,2,570,41016902,20251114000114,4177448,20251114002301,4116130,0,01,1,24380,1307,N
20251113,M7731,41016902,20251113,41,11,08,41_10036269,1,570,41016902,20251113113814,4177448,20251113120647,4111588,0,01,1,22120,1713,N
20251113,M7731,41016902,20251113,41,11,08,41_10065991,2,570,41016902,20251113205210,4106836,20251113212156,4109162,0,01,1,29380,1786,N
20251113,M7731,41016902,20251113,41,11,08,41_10071738,2,570,41016902,20251113093013,4106836,20251113101730,4111588,0,01,1,24330,2837,N
20251113,M7731,41016902,20251113,41,11,08,41_1008049,2,570,41016902,20251113135248,4177637,20251113143408,4116126,0,01,1,26850,2480,N
20251113,M7731,41016902,20251113,41,11,08,41_10174167,2,570,41016902,20251113073645,4177448,20251113083047,4111588,0,01,1,22120,3242,N
20251113,M7731,41016902,20251113,41,11,08,41_10176927,2,570,41016902,20251113073826,4177637,20251113083906,4111588,0,01,1,25830,3640,N
20251113,M7731,41016902,20251113,41,11,08,41_10189030,2,570,41016902,20251113070205,4106836,20251113074652,4111588,1,01,1,24330,2687,N
20251113,M7731,41016902,20251113,41,11,08,41_10195551,2,570,41016902,20251113054024,4106836,20251113061659,4111588,0,01,1,24330,2195,N
20251113,M7731,41016902,20251113,41,11,08,41_10214665,1,570,41016902,20251113201508,4110935,20251113204053,4111588,0,01,1,28710,1545,N
20251113,M7731,41016902,20251113,41,11,08,41_1021960,1,570,41016902,20251113124231,4177448,20251113132525,4111588,0,01,1,22120,2574,N
20251113,M7731,41016902,20251113,41,11,08,41_10223184,1,570,41016902,20251114002144,4177448,20251114004658,4116126,0,01,1,23140,1514,N
20251113,M7731,41016902,20251113,41,11,08,41_10269094,2,570,41016902,20251113180453,4177532,20251113184207,4111588,0,01,1,22980,2234,N
20251113,M7731,41016902,20251113,41,11,08,41_10289143,2,570,41016902,20251113104350,4177637,20251113110909,4111588,0,01,1,25830,1519,N
20251113,M7731,41016902,20251113,41,11,08,41_10299469,1,570,41016902,20251113122810,4177532,20251113130030,4111588,0,01,1,22980,1940,N
20251113,M7731,41016902,20251113,41,11,08,41_10314210,1,570,41016902,20251113064522,4177532,20251113070919,4111588,0,01,1,22980,1437,N
20251113,M7731,41016902,20251113,41,11,08,41_10338253,1,570,41016902,20251113074056,4177448,20251113080440,4111588,0,01,1,22120,1424,N
20251113,M7731,41016902,20251113,41,11,08,41_1034522,2,570,41016902,20251113121535,4106836,20251113130404,4111588,0,01,1,24330,2909,N
20251113,M7731,41016902,20251113,41,11,08,41_10367032,1,570,41016902,20251113114123,4177637,20251113122707,4111588,0,01,1,25830,2744,N
20251113,M7731,41016902,20251113,41,11,08,41_10372687,2,570,41016902,20251113175101,4106836,20251113182018,4111588,0,01,1,24330,1757,N
20251113,M7731,41016902,20251113,41,11,08,41_10396795,1,570,41016902,20251113064442,4177637,20251113073349,4111588,0,01,1,25830,2947,N
20251113,M7731,41016902,20251113,41,11,08,41_10433126,2,570,41016902,20251113061207,4177510,20251113072657,4111588,0,01,2,29500,4490,N
20251113,M7731,41016902,20251113,41,11,08,41_1049874,2,570,41016902,20251113123432,4177448,20251113131552,4116126,0,01,1,23140,2480,N
20251113,M7731,41016902,20251113,41,11,08,41_10516931,1,570,41016902,20251113052105,4177448,20251113055959,4109162,0,01,1,27170,2334,N
20251113,M7731,41016902,20251113,41,11,08,41_1052430,2,570,41016902,20251113113446,4107446,20251113121632,4111588,0,01,1,27870,2506,N
20251113,M7731,41016902,20251113,41,11,08,41_10529071,2,570,41016902,20251113070633,4106836,20251113082203,4116126,1,01,1,25350,4530,N
20251113,M7731,41016902,20251113,41,11,08,41_10536001,2,570,41016902,20251113181344,4177510,20251113190306,4116126,0,01,1,30520,2962,N
20251113,M7731,41016902,20251113,41,11,08,41_10545906,2,570,41016902,20251113073643,4177510,20251113082455,4116126,0,01,1,30520,2892,N
20251113,M7731,41016902,20251113,41,11,08,41_10552306,2,570,41016902,20251113171209,4177510,20251113181636,4111588,0,01,1,29500,3867,N
