query_date,query_route_no,query_route_id,opr_ymd,ride_ctpv_cd,goff_ctpv_cd,clcln_bzmn_id,vr_card_no,card_se_cd,clcln_bzmn_trfc_mns_cd,rte_id,ride_dt,ride_sttn_id,goff_dt,goff_sttn_id,trnf_cnt,users_type_cd,utztn_nope,utztn_dstnc,brdg_hr,msv_intrpl_yn
20260514,M7731,41016902,20260514,41,11,08,41_10007970,2,570,41016902,20260514121803,4177637,20260514124800,4116126,0,01,4,26850,1797,N
20260514,M7731,41016902,20260514,41,11,08,41_1003047,1,570,41016902,20260514072943,4177448,20260514080853,4111588,1,01,3,22120,2350,N
20260514,M7731,41016902,20260514,41,11,08,41_1003047,1,570,41016902,20260514173125,4177448,20260514175457,4111588,1,01,1,22120,1412,N
20260514,M7731,41016902,20260514,41,41,08,41_10088030,2,570,41016902,20260514055144,4110868,20260514055735,4177448,0,01,3,4860,351,N
20260514,M7731,41016902,20260514,41,11,08,41_10105873,2,570,41016902,20260514182335,4177448,20260514190247,4111588,1,01,2,22120,2352,N
20260514,M7731,41016902,20260514,41,11,08,41_10113083,2,570,41016902,20260514123552,4177532,20260514133242,4116126,0,01,4,24000,3410,N
20260514,M7731,41016902,20260514,41,11,08,41_10151615,2,570,41016902,20260514100218,4177448,20260514103205,4111588,0,01,3,22120,1787,N
20260514,M7731,41016902,20260514,41,41,08,41_10163818,1,570,41016902,20260514124859,4123056,20260514132916,4107447,2,01,2,5480,2417,N
20260514,M7731,41016902,20260514,41,11,08,41_10173007,2,570,41016902,20260514134156,4177448,20260514142108,4111588,0,01,4,22120,2352,N
20260514,M7731,41016902,20260514,41,11,08,41_1018447,2,570,41016902,20260514200943,4177532,20260514204210,4116126,0,01,2,24000,1947,N
20260514,M7731,41016902,20260514,41,11,08,41_10199362,2,570,41016902,20260514080123,4110868,20260514084508,4111588,0,01,3,26980,2625,N
20260514,M7731,41016902,20260514,41,11,08,41_10216218,2,570,41016902,20260514064555,4177448,20260514070955,4111588,0,01,4,22120,1440,N
20260514,M7731,41016902,20260514,41,41,08,41_10246223,1,570,41016902,20260514195442,4123056,20260514202150,4177511,2,01,2,7120,1628,N
20260514,M7731,41016902,20260514,41,11,08,41_1030109,2,570,41016902,20260514181631,4107446,20260514184110,4111588,0,01,3,27870,1479,N
20260514,M7731,41016902,20260514,41,11,08,41_10305148,2,570,41016902,20260514122617,4106836,20260514130632,4116126,0,01,1,25350,2415,N
20260514,M7731,41016902,20260514,41,11,08,41_10305148,2,570,41016902,20260514160649,4106836,20260514165457,4116126,0,01,1,25350,2888,N
20260514,M7731,41016902,20260514,41,11,08,41_10334061,1,570,41016902,20260514072203,4177637,20260514075948,4111588,0,01,2,25830,2265,N
20260514,M7731,41016902,20260514,41,11,08,41_10347601,2,570,41016902,20260514130339,4110935,20260514133614,4111588,0,01,4,28710,1955,N
20260514,M7731,41016902,20260514,41,41,08,41_10361010,2,570,41016902,20260514235940,4106837,20260515000538,4107447,1,01,4,3540,358,N
20260514,M7731,41016902,20260514,41,11,08,41_10367648,2,570,41016902,20260514132912,4106836,20260514140018,4111588,0,01,3,24330,1866,N
20260514,M7731,41016902,20260514,41,11,08,41_1037205,1,570,41016902,20260514200007,4177448,20260514203044,4116126,0,01,2,23140,1837,N
20260514,M7731,41016902,20260514,41,11,08,41_10377407,2,570,41016902,20260514114907,4110868,20260514122351,4111588,0,01,3,26980,2084,N
20260514,M7731,41016902,20260514,41,41,08,41_1038068,1,570,41016902,20260514155734,4123056,20260514160725,4102447,2,01,4,3320,591,N
20260514,M7731,41016902,20260514,41,11,08,41_10414816,2,570,41016902,20260514105003,4106836,20260514111831,4111588,1,01,3,24330,1708,N
20260514,M7731,41016902,20260514,41,41,08,41_10431567,2,570,41016902,20260514214057,4123056,20260514221712,4110934,0,01,3,6380,2175,N
20260514,M7731,41016902,20260514,41,11,08,41_10446818,2,570,41016902,20260514140154,4177532,20260514142833,4111588,0,01,3,22980,1599,N
20260514,M7731,41016902,20260514,41,11,08,41_10466178,1,570,41016902,20260514213040,4106836,20260514220541,4116130,0,01,1,26590,2101,N
20260514,M7731,41016902,20260514,41,11,08,41_10490715,2,570,41016902,20260514125038,4177532,20260514132704,4116126,0,01,3,24000,2186,N
20260514,M7731,41016902,20260514,41,11,08,41_10492174,1,570,41016902,20260514133854,4106836,20260514141711,4116126,0,01,3,25350,2297,N
20260514,M7731,41016902,20260514,41,11,08,41_10492174,1,570,41016902,20260514220731,4106836,20260514224906,4116126,0,01,2,25350,2495,N
20260514,M7731,41016902,20260514,41,11,08,41_1049817,2,570,41016902,20260514065112,4177448,20260514072440,4116126,0,01,1,23140,2008,N
20260514,M7731,41016902,20260514,41,11,08,41_10506395,2,570,41016902,20260514162728,4177532,20260514171009,4116126,0,01,1,24000,2561,N
20260514,M7731,41016902,20260514,41,41,08,41_10521138,2,570,41016902,20260514073056,4177637,20260514074054,4106836,0,01,3,1500,598,N
20260514,M7731,41016902,20260514,41,11,08,41_10524965,2,570,41016902,20260514162559,4177532,20260514165945,4111588,0,01,1,22980,2026,N
20260514,M7731,41016902,20260514,41,11,08,41_10544281,2,570,41016902,20260514070352,4177448,20260514074313,4111588,0,01,4,22120,2361,N
20260514,M7731,41016902,20260514,41,11,08,41_10546300,2,570,41016902,20260514174401,4177532,20260514180758,4111588,0,01,1,22980,1437,N
20260514,M7731,41016902,20260514,41,11,08,41_10552119,2,570,41016902,20260514182143,4177448,20260514184814,4111588,0,01,1,22120,1591,N
20260514,M7731,41016902,20260514,41,11,08,41_10552119,2,570,41016902,20260514190430,4177448,20260514192708,4111588,0,01,1,22120,1358,N
20260514,M7731,41016902,20260514,41,11,08,41_10560701,1,570,41016902,20260514182143,4177448,20260514190642,4116126,0,01,1,23140,2699,N
20260514,M7731,41016902,20260514,41,11,08,41_10570056,2,570,41016902,20260514065505,4177448,20260514071416,4111588,0,01,1,22120,1151,N
20260514,M7731,41016902,20260514,41,11,08,41_10630916,2,570,41016902,20260514135127,4177448,20260514141329,4111588,0,01,2,22120,1322,N
20260514,M7731,41016902,20260514,41,11,08,41_10635731,2,570,41016902,20260514192713,4177532,20260514195800,4111588,0,01,4,22980,1847,N
20260514,M7731,41016902,20260514,41,11,08,41_1064380,2,570,41016902,20260514064637,4177448,20260514071407,4111588,0,01,2,22120,1650,N
20260514,M7731,41016902,20260514,41,11,08,41_10656012,2,570,41016902,20260514072318,4177448,20260514081715,4116126,0,01,4,23140,3237,N
20260514,M7731,41016902,20260514,41,11,08,41_10656012,2,570,41016902,20260514082127,4177448,20260514085846,4116126,0,01,3,23140,2239,N
20260514,M7731,41016902,20260514,41,41,08,41_10656801,1,570,41016902,20260514143023,4123056,20260514143852,4102447,2,01,4,3320,509,N
20260514,M7731,41016902,20260514,41,11,08,41_10667801,2,570,41016902,20260514210038,4177532,20260514213730,4111588,0,01,2,22980,2212,N
20260514,M7731,41016902,20260514,41,11,08,41_10678241,2,570,41016902,20260514123820,4106836,20260514132319,4116126,0,01,3,25350,2699,N
20260514,M7731,41016902,20260514,41,11,08,41_1067841,1,570,41016902,20260514161457,4106836,20260514164817,4111588,0,01,1,24330,2000,N
20260514,M7731,41016902,20260514,41,11,08,41_10693004,2,570,41016902,20260514142537,4106836,20260514145634,4111588,1,01,4,24330,1857,N
20260514,M7731,41016902,20260514,41,11,08,41_10708140,2,570,41016902,20260514080954,4177532,20260514084142,4116126,0,01,4,24000,1908,N
20260514,M7731,41016902,20260514,41,11,08,41_10715431,2,570,41016902,20260514155020,4177448,20260514164236,4116126,0,01,3,23140,3136,N
20260514,M7731,41016902,20260514,41,11,08,41_10716222,1,570,41016902,20260514051839,4177448,20260514055834,4111588,0,01,1,22120,2395,N
20260514,M7731,41016902,20260514,41,11,08,41_10754253,1,570,41016902,20260514211750,4177637,20260514220732,4116126,0,01,1,26850,2982,N
20260514,M7731,41016902,20260514,41,11,08,41_1076744,2,570,41016902,20260514200504,4110868,20260514203457,4111588,0,01,1,26980,1793,N
20260514,M7731,41016902,20260514,41,11,08,41_10772951,2,570,41016902,20260514080826,4177637,20260514090246,4111588,0,01,3,25830,3260,N
20260514,M7731,41016902,20260514,41,41,08,41_10784560,1,570,41016902,20260514134048,4107447,20260514135455,4177511,0,01,1,1640,847,N
