opr_ymd,ride_ctpv_cd,goff_ctpv_cd,clcln_bzmn_id,vr_card_no,card_se_cd,clcln_bzmn_trfc_mns_cd,rte_id,ride_dt,ride_sttn_id,goff_dt,goff_sttn_id,trnf_cnt,users_type_cd,utztn_nope,utztn_dstnc,brdg_hr,msv_intrpl_yn,query_route_id,query_route_no,query_date,GTX_A_역,대상지역
20251016,41,11,08,41_10005891,2,533,41016025,20251016063317,4110807,20251016070236,4111612,0,01,2,24950,1759,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10038216,2,533,41016025,20251016181658,4106852,20251016184941,4111612,0,01,3,25420,1963,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10038667,2,533,41016025,20251016052913,4110807,20251016060314,4108423,0,01,4,26340,2041,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10038667,2,533,41016025,20251016063315,4110807,20251016070033,4108423,0,01,3,26340,1638,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10047098,2,533,41016025,20251016045045,4111341,20251016052804,4111612,0,01,4,17210,2239,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10052544,2,533,41016025,20251016083119,4106821,20251016092715,4111612,0,01,1,22890,3356,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10056874,2,533,41016025,20251016083733,4111341,20251016090805,4151598,0,01,1,12120,1832,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10086879,2,533,41016025,20251016074524,4196170,20251016082301,4108423,0,01,1,17780,2257,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10104879,2,533,41016025,20251016123839,4111341,20251016131021,4111614,0,01,3,18180,1902,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10109366,2,533,41016025,20251016074947,4196171,20251016075730,4151586,0,01,4,6910,463,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10117349,2,533,41016025,20251016122903,4111341,20251016130827,4111612,0,01,4,17210,2364,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10122685,2,533,41016025,20251016050121,4196171,20251016053843,4108423,0,01,1,17260,2242,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10132406,2,533,41016025,20251016080525,4196170,20251016084221,4111614,0,01,1,17360,2216,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10132779,2,533,41016025,20251016103921,4111341,20251016110639,4151598,0,01,4,12120,1638,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10141909,1,533,41016025,20251016191127,4106821,20251016194611,4151586,0,01,2,13930,2084,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10145085,2,533,41016025,20251016093035,4127137,20251016102507,4151598,0,01,2,21740,3272,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10145085,2,533,41016025,20251016152837,4127137,20251016162807,4151598,0,01,1,21740,3570,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10156054,2,533,41016025,20251016061149,4106821,20251016064659,4151598,0,01,2,17800,2110,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10175885,2,533,41016025,20251016182021,4106859,20251016185652,4151598,0,01,4,18470,2191,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10177162,1,533,41016025,20251016055329,4110807,20251016065803,4111612,0,01,1,24950,3874,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10177162,1,533,41016025,20251016122517,4110807,20251016132606,4111612,0,01,4,24950,3649,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10177162,1,533,41016025,20251016171337,4110807,20251016180931,4111612,0,01,2,24950,3354,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10177162,1,533,41016025,20251016183726,4110807,20251016194231,4111612,0,01,3,24950,3905,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10178398,2,533,41016025,20251016050121,4196171,20251016053904,4111614,0,01,1,16840,2263,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10183517,2,533,41016025,20251016055942,4110807,20251016063934,4108486,0,01,3,27370,2392,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10183517,2,533,41016025,20251016224353,4106852,20251016231616,4108486,0,01,3,27840,1943,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10209100,2,533,41016025,20251016121901,4111372,20251016125226,4111614,0,01,3,16410,2005,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10209100,2,533,41016025,20251016150859,4111372,20251016154105,4151598,0,01,4,10350,1926,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10214784,1,533,41016025,20251016070308,4106852,20251016081437,4111612,0,01,4,25420,4289,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10214784,1,533,41016025,20251016094422,4106852,20251016105327,4111612,0,01,3,25420,4145,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10214784,1,533,41016025,20251016154257,4106852,20251016165426,4111612,0,01,3,25420,4289,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_1021483,1,533,41016025,20251016084246,4106852,20251016092227,4111612,0,01,4,25420,2381,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10235942,2,533,41016025,20251016082946,4127137,20251016090511,4151598,0,01,1,21740,2125,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10235942,2,533,41016025,20251016142826,4127137,20251016145940,4151598,0,01,1,21740,1874,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10240692,1,533,41016025,20251016151029,4111372,20251016154450,4111614,0,01,2,16410,2061,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10241161,2,533,41016025,20251016111948,4106821,20251016115321,4151598,0,01,2,17800,2013,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10245953,2,533,41016025,20251016072258,4196171,20251016080220,4108486,0,01,1,18290,2362,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10246519,2,533,41016025,20251016120032,4196170,20251016122522,4151598,0,01,3,11300,1490,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10246593,2,533,41016025,20251016194801,4111372,20251016202006,4151598,0,01,4,10350,1925,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10277572,2,533,41016025,20251016062247,4110909,20251016065842,4111612,1,01,4,28670,2155,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10294187,2,533,41016025,20251016042639,4110909,20251016045809,4151598,0,01,2,23580,1890,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10300066,2,533,41016025,20251016180614,4196170,20251016185032,4111612,0,01,3,16390,2658,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_103074,2,533,41016025,20251016191104,4110865,20251016194833,4151586,0,01,2,12210,2249,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10314656,2,533,41016025,20251016051809,4106821,20251016053227,4151598,0,01,4,17800,858,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10321540,2,533,41016025,20251016050710,4196171,20251016052144,4111614,0,01,2,16840,874,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10323231,2,533,41016025,20251016072045,4196170,20251016081128,4111612,1,01,3,16390,3043,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10345268,2,533,41016025,20251016050730,4196171,20251016051426,4151586,0,01,4,6910,416,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10345268,2,533,41016025,20251016080006,4196171,20251016080937,4151586,0,01,1,6910,571,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10359900,2,533,41016025,20251016154038,4106821,20251016160917,4151598,0,01,4,17800,1719,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10368991,2,533,41016025,20251016050758,4196171,20251016052232,4111612,0,01,2,15870,874,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10376732,2,533,41016025,20251016051809,4106821,20251016053227,4151598,0,01,3,17800,858,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10382941,2,533,41016025,20251016053248,4110807,20251016054706,4111614,0,01,3,25920,858,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10382941,2,533,41016025,20251016161508,4110807,20251016163933,4111614,0,01,4,25920,1465,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10416356,1,533,41016025,20251016070144,4196168,20251016071315,4108423,0,01,1,23320,691,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_104192,1,533,41016025,20251016153512,4178115,20251016161317,4111612,0,01,1,14970,2285,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10430429,1,533,41016025,20251016175430,4106852,20251016180538,4111612,0,01,1,25420,668,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10472501,2,533,41016025,20251016081204,4110807,20251016091524,4111612,0,01,1,24950,3800,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10472501,2,533,41016025,20251016143920,4110807,20251016154431,4111612,0,01,1,24950,3911,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10472501,2,533,41016025,20251016160633,4110807,20251016170953,4111612,0,01,4,24950,3800,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10474686,2,533,41016025,20251016081020,4110807,20251016092440,4111612,0,01,3,24950,4460,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_1047648,2,533,41016025,20251016071623,4196170,20251016080905,4111614,0,01,1,17360,3162,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10516567,1,533,41016025,20251016081913,4196171,20251016085056,4111612,0,01,1,15870,1903,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10517368,2,533,41016025,20251016063742,4196170,20251016065355,4151586,0,01,3,7430,973,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10517368,2,533,41016025,20251016141520,4196170,20251016150131,4111612,0,01,3,16390,2771,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10520107,2,533,41016025,20251016151206,4111372,20251016154213,4111612,0,01,2,15440,1807,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
20251016,41,11,08,41_10520198,2,533,41016025,20251016104652,4111372,20251016111356,4111612,0,01,2,15440,1624,N,41016025,1000,20251016,대곡역·킨텍스역,덕양구·일산서구
