query_date,query_route_no,query_route_id,opr_ymd,ride_ctpv_cd,goff_ctpv_cd,clcln_bzmn_id,vr_card_no,card_se_cd,clcln_bzmn_trfc_mns_cd,rte_id,ride_dt,ride_sttn_id,goff_dt,goff_sttn_id,trnf_cnt,users_type_cd,utztn_nope,utztn_dstnc,brdg_hr,msv_intrpl_yn
20251127,M7731,41016902,20251127,41,11,08,41_10007046,2,570,41016902,20251128001328,4177448,20251128003613,4111588,0,01,1,22120,1365,N
20251127,M7731,41016902,20251127,41,11,08,41_10013774,1,570,41016902,20251127052215,4177637,20251127061814,4111588,0,01,1,25830,3359,N
20251127,M7731,41016902,20251127,41,11,08,41_10045374,2,570,41016902,20251127055356,4177637,20251127063253,4111588,0,01,1,25830,2337,N
20251127,M7731,41016902,20251127,41,11,08,41_10176927,2,570,41016902,20251127101645,4177637,20251127110749,4111588,0,01,1,25830,3064,N
20251127,M7731,41016902,20251127,41,11,08,41_10179110,2,570,41016902,20251127171247,4177532,20251127174641,4111588,0,01,1,22980,2034,N
20251127,M7731,41016902,20251127,41,11,08,41_10179110,2,570,41016902,20251127212940,4177532,20251127221558,4111588,0,01,1,22980,2778,N
20251127,M7731,41016902,20251127,41,11,08,41_10189030,2,570,41016902,20251127071607,4106836,20251127074437,4111588,0,01,1,24330,1710,N
20251127,M7731,41016902,20251127,41,11,08,41_10190799,1,570,41016902,20251127170837,4177532,20251127180433,4116126,0,01,1,24000,3356,N
20251127,M7731,41016902,20251127,41,11,08,41_10195551,2,570,41016902,20251127053750,4106836,20251127061322,4111588,0,01,1,24330,2132,N
20251127,M7731,41016902,20251127,41,11,08,41_10197017,2,570,41016902,20251127180332,4106836,20251127191411,4111588,0,01,1,24330,4239,N
20251127,M7731,41016902,20251127,41,11,08,41_10227903,2,570,41016902,20251127191345,4177448,20251127194154,4111588,0,01,1,22120,1689,N
20251127,M7731,41016902,20251127,41,11,08,41_10281578,2,570,41016902,20251127180152,4177532,20251127183906,4111588,0,01,1,22980,2234,N
20251127,M7731,41016902,20251127,41,11,08,41_1034522,2,570,41016902,20251127143103,4106836,20251127151028,4111588,0,01,1,24330,2365,N
20251127,M7731,41016902,20251127,41,11,08,41_10364462,2,570,41016902,20251127163904,4177448,20251127170406,4111588,0,01,1,22120,1502,N
20251127,M7731,41016902,20251127,41,11,08,41_10372687,2,570,41016902,20251127222625,4106836,20251127225358,4111588,0,01,1,24330,1653,N
20251127,M7731,41016902,20251127,41,11,08,41_10388291,2,570,41016902,20251127070041,4110935,20251127074231,4111588,0,01,1,28710,2510,N
20251127,M7731,41016902,20251127,41,11,08,41_10388291,2,570,41016902,20251127185855,4110935,20251127193729,4111588,0,01,1,28710,2314,N
20251127,M7731,41016902,20251127,41,11,08,41_10395383,2,570,41016902,20251127194911,4177448,20251127202326,4111588,0,01,1,22120,2055,N
20251127,M7731,41016902,20251127,41,11,08,41_10396383,2,570,41016902,20251127213421,4177448,20251127215846,4111588,0,01,1,22120,1465,N
20251127,M7731,41016902,20251127,41,11,08,41_10423347,2,570,41016902,20251127182043,4177448,20251127190708,4111588,0,01,1,22120,2785,N
20251127,M7731,41016902,20251127,41,11,08,41_10433126,2,570,41016902,20251127061053,4177510,20251127072308,4111588,0,01,1,29500,4335,N
20251127,M7731,41016902,20251127,41,11,08,41_10450959,2,570,41016902,20251127115137,4106836,20251127122816,4116126,0,01,2,25350,2199,N
