query_date,query_route_no,query_route_id,opr_ymd,ride_ctpv_cd,goff_ctpv_cd,clcln_bzmn_id,vr_card_no,card_se_cd,clcln_bzmn_trfc_mns_cd,rte_id,ride_dt,ride_sttn_id,goff_dt,goff_sttn_id,trnf_cnt,users_type_cd,utztn_nope,utztn_dstnc,brdg_hr,msv_intrpl_yn
20251120,M7731,41016902,20251120,41,11,08,41_10013774,1,570,41016902,20251120061027,4177637,20251120064739,4111588,0,01,1,25830,2232,N
20251120,M7731,41016902,20251120,41,11,08,41_10045374,2,570,41016902,20251120055403,4177637,20251120063427,4111588,0,01,1,25830,2424,N
20251120,M7731,41016902,20251120,41,11,08,41_10061730,2,570,41016902,20251120094101,4106836,20251120101742,4111588,1,01,1,24330,2201,N
20251120,M7731,41016902,20251120,41,11,08,41_10061730,2,570,41016902,20251121000849,4106836,20251121003656,4111588,1,01,1,24330,1687,N
20251120,M7731,41016902,20251120,41,11,08,41_10079613,2,570,41016902,20251120213346,4106836,20251120221050,4111588,0,01,1,24330,2224,N
20251120,M7731,41016902,20251120,41,11,08,41_10079613,2,570,41016902,20251120224501,4106836,20251120232339,4111588,0,01,1,24330,2318,N
20251120,M7731,41016902,20251120,41,11,08,41_10098953,2,570,41016902,20251120091319,4106836,20251120094912,4111588,0,01,1,24330,2153,N
20251120,M7731,41016902,20251120,41,11,08,41_10131173,2,570,41016902,20251120163715,4110935,20251120174507,4111588,0,01,1,28710,4072,N
20251120,M7731,41016902,20251120,41,11,08,41_10141286,2,570,41016902,20251120073841,4177448,20251120085353,4116126,0,01,1,23140,4512,N
20251120,M7731,41016902,20251120,41,11,08,41_10176927,2,570,41016902,20251120074557,4177637,20251120082759,4111588,0,01,1,25830,2522,N
20251120,M7731,41016902,20251120,41,11,08,41_10190799,1,570,41016902,20251120143216,4177532,20251120152023,4116126,0,01,1,24000,2887,N
20251120,M7731,41016902,20251120,41,11,08,41_10195551,2,570,41016902,20251120053741,4106836,20251120062228,4111588,0,01,1,24330,2687,N
20251120,M7731,41016902,20251120,41,11,08,41_10197017,2,570,41016902,20251120130250,4106836,20251120134743,4111588,0,01,1,24330,2693,N
20251120,M7731,41016902,20251120,41,11,08,41_10197017,2,570,41016902,20251121002645,4106836,20251121010612,4116130,0,01,1,26590,2367,N
20251120,M7731,41016902,20251120,41,11,08,41_10197405,2,570,41016902,20251120121749,4177637,20251120130623,4111588,0,01,1,25830,2914,N
20251120,M7731,41016902,20251120,41,11,08,41_10200260,1,570,41016902,20251120112824,4177448,20251120115311,4111588,0,01,1,22120,1487,N
20251120,M7731,41016902,20251120,41,11,08,41_10214665,1,570,41016902,20251120171749,4110935,20251120174020,4111588,0,01,1,28710,1351,N
20251120,M7731,41016902,20251120,41,11,08,41_10258291,2,570,41016902,20251120170717,4177448,20251120173423,4111588,0,01,1,22120,1626,N
20251120,M7731,41016902,20251120,41,11,08,41_10303031,2,570,41016902,20251120230541,4177637,20251120234647,4111588,0,01,1,25830,2466,N
20251120,M7731,41016902,20251120,41,11,08,41_10313750,2,570,41016902,20251120230541,4177637,20251120234647,4111588,0,01,1,25830,2466,N
20251120,M7731,41016902,20251120,41,11,08,41_1034522,2,570,41016902,20251120143052,4106836,20251120151523,4111588,0,01,1,24330,2671,N
20251120,M7731,41016902,20251120,41,11,08,41_1034522,2,570,41016902,20251120184713,4106836,20251120192930,4111588,0,01,1,24330,2537,N
20251120,M7731,41016902,20251120,41,11,08,41_10372687,2,570,41016902,20251120084230,4106836,20251120092018,4111588,0,01,1,24330,2268,N
20251120,M7731,41016902,20251120,41,11,08,41_10386459,1,570,41016902,20251120181248,4177448,20251120184820,4111588,0,01,1,22120,2132,N
